"zpid","city","zipcode","propertyTaxRate","garageSpaces","hasAssociation","hasCooling","hasGarage","hasHeating","hasSpa","hasView","homeType","parkingSpaces","yearBuilt","latestPrice","numPriceChanges","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","numOfPrimarySchools","numOfElementarySchools","numOfMiddleSchools","numOfHighSchools","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
2079248758,"austin",78745,1.98,2,1,1,1,1,0,0,"4",2,2016,355000,2,2020-08-11,8,2020,42,0,1,2,0,0,0,0,0,6621,2006,1,0,1,1,0.9,3.33333333333333,926,13,3,3,2
29501257,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1974,385000,1,2019-08-28,8,2019,34,0,4,1,3,1,0,0,0,7361,1499,1,0,1,1,0.9,3.33333333333333,926,13,2,3,1
29502756,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,275000,4,2020-01-17,1,2020,27,0,2,1,1,0,0,0,0,5619,1299,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,2,3,1
29501256,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1974,320000,7,2018-07-04,7,2018,34,0,2,2,0,0,0,0,0,7492,1543,1,0,1,1,0.9,3.33333333333333,926,13,2,3,1
29497755,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1978,355000,1,2019-05-23,5,2019,24,0,3,1,0,0,0,1,0,6534,1774,1,0,1,1,1.5,4,840,13,2,4,1
29501251,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1974,299900,1,2019-01-08,1,2019,23,0,4,1,0,0,0,0,0,7143,941,1,0,1,1,0.9,3.33333333333333,926,13,2,3,1
29501250,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1974,2e+05,3,2018-03-10,3,2018,1,0,3,1,0,0,0,0,0,7548,942,1,0,1,1,0.9,3.33333333333333,926,13,1,2,1
29497250,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1972,369000,1,2019-06-25,6,2019,29,0,5,2,1,2,0,2,0,6534,2130,1,0,1,1,0.766666666666667,3.33333333333333,926,13,2,4,2
29497748,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1978,349900,4,2018-02-15,2,2018,38,0,4,1,0,0,0,0,0,8712,2177,1,0,1,1,1.46666666666667,4,840,13,2,4,1
29502747,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,260000,1,2019-06-21,6,2019,1,0,2,1,2,1,0,0,0,6751,1247,1,0,1,1,1.4,3.33333333333333,1409,14,2,3,1
29503745,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,284900,1,2019-04-30,4,2019,27,0,3,1,0,0,0,2,0,6272,1328,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,2,3,1
29500742,"austin",78745,1.98,0,0,1,0,1,0,1,"1",0,1978,240000,6,2018-05-12,5,2018,18,0,6,0,0,0,0,0,0,9452,2012,1,0,1,1,0.8,3.33333333333333,926,13,2,3,2
29503741,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1996,399000,1,2020-08-28,8,2020,64,0,2,2,1,1,0,0,0,5967,2073,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,3,3,2
29503737,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,359000,1,2018-08-18,8,2018,30,0,3,1,0,0,0,0,0,13068,2073,1,0,1,1,1.4,3.33333333333333,1409,14,3,3,2
70343235,"austin",78748,1.98,0,1,1,0,1,0,0,"1",0,2005,307990,4,2020-03-27,3,2020,16,0,3,1,0,0,0,0,0,3659,2322,1,0,1,1,1.13333333333333,3.33333333333333,1424,14,3,4,2
29501233,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1973,395000,3,2020-10-28,10,2020,57,0,3,2,1,0,0,0,0,8276,1056,1,0,1,1,0.866666666666667,3.33333333333333,926,13,2,3,1
29501232,"austin",78745,1.98,1,0,1,1,1,0,0,"1",1,1973,134900,4,2020-04-29,4,2020,28,0,5,2,0,0,0,1,0,6969,1080,1,0,1,1,0.866666666666667,3.33333333333333,926,13,2,3,1
70343230,"austin",78748,1.98,1,1,1,1,1,0,0,"1",1,2005,179000,7,2020-09-28,9,2020,70,0,4,2,1,1,0,0,0,4660,1699,1,0,1,1,1.46666666666667,3.33333333333333,1409,14,3,3,2
29503729,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,280000,2,2019-06-04,6,2019,26,0,2,2,0,0,0,0,0,6141,1713,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,2,3,1
58187228,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1994,210000,2,2018-06-16,6,2018,21,0,3,1,0,0,0,0,0,6490,949,1,0,1,1,1.4,3.33333333333333,1409,14,2,2,1
29497228,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1973,339900,3,2019-08-23,8,2019,32,0,2,2,1,2,0,0,0,6556,1105,1,0,1,1,0.8,3.33333333333333,926,13,2,3,1
80108726,"austin",78745,1.98,2,1,1,1,1,0,0,"1",2,2010,359000,3,2018-05-16,5,2018,38,0,3,2,0,0,0,0,0,5837,2876,1,0,1,1,1.46666666666667,3.33333333333333,1409,14,3,4,2
2091328724,"austin",78745,1.98,0,0,0,0,0,0,0,"1",0,2016,358000,3,2018-05-11,5,2018,1,0,0,0,0,0,0,0,0,5227,2096,1,0,1,1,0.866666666666667,3.33333333333333,926,13,3,4,1
2088818724,"austin",78745,1.98,0,1,1,0,1,0,0,"4",0,1981,254900,2,2020-03-05,3,2020,23,0,3,1,1,0,0,0,0,8102,984,1,0,1,1,1.6,4,840,13,2,2,1
29501221,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1974,349999,2,2018-06-09,6,2018,35,0,4,2,0,0,0,0,0,8755,1208,1,0,1,1,0.866666666666667,3.33333333333333,926,13,2,3,1
29506220,"austin",78748,1.98,2,0,1,1,1,0,1,"1",2,1982,184500,9,2019-06-07,6,2019,30,0,4,2,0,0,0,0,0,9060,1850,1,0,1,1,1.1,3.33333333333333,1424,14,3,4,2
70343218,"austin",78748,1.98,2,1,1,1,1,0,0,"1",2,2005,274995,1,2019-03-15,3,2019,39,0,7,2,0,0,0,0,0,7108,1324,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,2,3,1
29497718,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1980,429900,3,2020-01-15,1,2020,39,0,5,2,1,1,0,0,0,8276,1805,1,0,1,1,1.43333333333333,4,840,13,2,4,1
58316215,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,250000,7,2020-05-01,5,2020,25,0,3,2,2,1,0,1,0,4965,1754,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,3,3,2
29497213,"austin",78745,1.98,3,0,1,1,1,0,0,"1",3,1973,347900,3,2018-12-14,12,2018,28,0,1,3,0,0,0,0,0,6664,1144,1,0,1,1,0.833333333333333,3.33333333333333,926,13,2,3,1
29497212,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1973,329500,15,2018-10-05,10,2018,28,0,3,0,0,0,0,0,0,6534,1590,1,0,1,1,0.833333333333333,3.33333333333333,926,13,2,3,1
29503706,"austin",78748,1.98,1,0,1,1,1,0,1,"1",1,1994,199999,4,2019-03-15,3,2019,25,0,3,3,0,0,0,0,0,5183,1210,1,0,1,1,1.4,3.33333333333333,1409,14,2,3,1
70343204,"austin",78748,1.98,2,1,1,1,1,0,0,"1",2,2005,238000,4,2018-02-17,2,2018,1,0,8,3,0,0,0,0,0,3598,1699,1,0,1,1,1.46666666666667,3.33333333333333,1409,14,3,3,2
29503703,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1994,265000,3,2018-09-18,9,2018,40,0,4,1,0,0,0,0,0,4965,1500,1,0,1,1,1.4,3.33333333333333,1409,14,3,3,2
29503701,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1994,3e+05,6,2020-09-16,9,2020,56,0,4,2,1,1,0,0,0,4791,1267,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,2,3,1
29500700,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1978,359700,5,2018-11-15,11,2018,32,0,4,2,0,0,0,0,0,8276,1354,1,0,1,1,0.8,3.33333333333333,926,13,2,3,1
29506199,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1982,448000,2,2020-07-13,7,2020,86,0,4,0,3,3,0,0,0,10890,2636,1,0,1,1,1.1,3.33333333333333,1424,14,4,6,1
58316198,"austin",78748,1.98,1,0,1,1,1,0,1,"1",1,1994,298000,2,2020-03-13,3,2020,34,0,7,2,1,3,0,0,0,5314,1251,1,0,1,1,1.4,3.33333333333333,1409,14,2,3,1
29506198,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,325000,1,2019-05-02,5,2019,25,0,2,1,0,0,0,0,0,8537,1328,1,0,1,1,1.13333333333333,3.33333333333333,1424,14,2,3,1
70343197,"austin",78748,1.98,0,1,1,0,1,0,0,"1",0,2005,269500,3,2018-11-29,11,2018,15,0,3,1,0,0,0,0,0,5227,1699,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,3,3,2
58316695,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,2001,279000,1,2019-06-03,6,2019,22,0,4,1,0,0,0,0,0,7405,1543,1,0,1,1,1.33333333333333,3.33333333333333,1424,14,2,3,1
58316693,"austin",78748,1.98,4,0,1,1,1,1,0,"1",4,2000,339000,1,2021-01-04,1,2021,26,0,1,2,3,0,0,0,0,7405,1844,1,0,1,1,1.3,3.33333333333333,1424,14,2,3,1
29506190,"austin",78748,1.98,4,0,1,1,1,0,0,"1",4,1982,388000,1,2020-11-10,11,2020,28,0,4,2,4,0,0,0,0,10410,1892,1,0,1,1,1.1,3.33333333333333,1424,14,3,3,1
29497688,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1978,340000,3,2020-08-05,8,2020,62,0,5,2,2,0,0,0,0,8929,1770,1,0,1,1,1.43333333333333,4,840,13,2,4,1
58316684,"austin",78748,1.98,2,1,1,1,1,0,0,"1",2,2000,319900,1,2018-06-07,6,2018,47,0,7,2,0,0,0,0,0,8712,2688,1,0,1,1,1.33333333333333,3.33333333333333,1424,14,3,5,2
29503683,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,212500,10,2019-04-19,4,2019,28,0,3,1,0,0,0,0,0,5140,1247,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,2,3,1
70343179,"austin",78748,1.98,2,1,1,1,1,0,0,"1",2,2005,289900,4,2020-02-04,2,2020,28,0,2,2,2,0,0,0,0,3615,1992,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,3,4,2
29501220,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1973,399900,3,2020-09-11,9,2020,28,0,1,1,0,0,0,0,0,9844,1277,1,0,1,1,0.833333333333333,3.33333333333333,926,13,2,4,1
58316178,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1981,239000,1,2018-03-02,3,2018,24,0,4,1,0,0,0,0,0,9888,969,1,0,1,1,1.4,3.33333333333333,1409,14,1,3,1
29506176,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1994,349900,1,2020-03-31,3,2020,26,0,2,2,1,0,0,1,0,6534,1987,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,3,3,2
29503676,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1995,329900,3,2020-07-13,7,2020,43,0,3,3,1,1,0,0,0,5837,1820,1,0,1,1,1.4,3.33333333333333,1409,14,3,4,2
29506167,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1994,385000,4,2020-11-12,11,2020,31,0,2,2,4,1,0,0,0,7403,2252,1,0,1,1,1.16666666666667,3.33333333333333,1424,14,3,4,2
29506166,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1994,392500,1,2020-08-21,8,2020,31,0,3,2,1,1,0,0,0,7230,2194,1,0,1,1,1.13333333333333,3.33333333333333,1424,14,3,3,2
29503666,"austin",78748,1.98,2,0,1,1,1,0,1,"1",2,1995,158000,5,2019-12-12,12,2019,16,0,5,2,0,2,0,1,0,6098,1436,1,0,1,1,1.4,3.33333333333333,1409,14,3,3,2
29500658,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1977,385000,3,2020-07-29,7,2020,72,0,4,0,2,1,0,0,0,7100,1879,1,0,1,1,0.833333333333333,4,926,14,2,3,1
145656157,"austin",78745,1.98,0,1,1,0,1,0,0,"4",0,2015,339000,5,2019-11-04,11,2019,1,0,3,1,1,1,0,0,0,6534,1734,1,0,1,1,0.9,3.33333333333333,926,13,3,3,2
145656156,"austin",78745,1.98,22,1,1,1,1,0,1,"4",22,2016,399000,1,2020-11-15,11,2020,30,0,2,2,3,0,0,0,0,6621,2080,1,0,1,1,0.866666666666667,3.33333333333333,926,13,3,4,1
29506154,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1986,320000,2,2020-01-10,1,2020,28,0,3,1,1,0,0,0,0,5793,1135,1,0,1,1,1.33333333333333,3.33333333333333,1409,14,2,3,1
29500648,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1977,375000,4,2020-11-23,11,2020,47,0,3,2,2,2,0,0,0,6969,1501,1,0,1,1,0.833333333333333,3.33333333333333,926,13,2,3,2
58316146,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1981,315000,1,2019-07-26,7,2019,51,0,7,1,3,0,0,0,0,10280,1354,1,0,1,1,1.33333333333333,3.33333333333333,1409,14,2,3,1
29506144,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1981,335000,2,2020-07-07,7,2020,21,0,5,2,0,1,0,0,0,8450,1660,1,0,1,1,1.03333333333333,3.33333333333333,1424,14,2,3,1
29497143,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1979,340000,11,2020-02-11,2,2020,27,0,4,1,0,1,0,0,0,7187,1778,1,0,1,1,0.766666666666667,4,926,14,3,3,2
29503642,"austin",78748,1.98,1,0,1,1,1,0,0,"1",1,1995,245000,1,2020-08-25,8,2020,25,0,3,2,1,0,0,0,0,4965,975,1,0,1,1,1.4,3.33333333333333,1409,14,2,2,1
58316141,"austin",78748,1.98,2,0,1,1,1,0,1,"1",2,1981,245000,1,2020-08-13,8,2020,24,0,4,2,0,2,0,1,0,10018,1040,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,2,3,1
58316140,"austin",78748,1.98,0,0,1,0,1,0,1,"1",0,1981,225000,1,2019-11-04,11,2019,23,0,2,0,0,0,0,0,0,11761.2,1264,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,2,3,1
29503633,"austin",78748,1.98,0,0,1,0,1,0,1,"1",0,1983,280000,1,2019-05-22,5,2019,27,0,4,1,0,0,0,0,0,11761.2,970,1,0,1,1,1.4,3.33333333333333,1409,14,2,2,1
29500627,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1976,299900,4,2019-07-26,7,2019,26,0,4,1,1,1,0,0,0,6577,1553,1,0,1,1,0.833333333333333,3.33333333333333,926,13,2,3,2
29506116,"austin",78748,1.98,1,0,1,1,1,0,0,"1",1,1986,269000,1,2018-03-07,3,2018,22,0,3,2,0,0,0,0,0,7971,1274,1,0,1,1,1.33333333333333,3.33333333333333,1409,14,2,3,1
145655612,"austin",78748,1.98,2,1,1,1,1,0,1,"1",2,2018,429000,4,2020-03-27,3,2020,37,0,5,2,0,3,0,1,0,7719,3107,1,0,1,1,1.3,3.33333333333333,1424,14,4,4,2
58316682,"austin",78748,1.98,0,1,1,0,1,0,0,"1",0,2000,258000,4,2019-05-24,5,2019,35,0,1,1,0,0,0,0,0,6011,1680,1,0,1,1,1.26666666666667,3.33333333333333,1424,14,2,3,1
80089084,"austin",78745,1.98,2,1,1,1,1,0,0,"1",2,2008,409900,5,2019-11-12,11,2019,19,0,5,2,1,2,0,1,0,9104,2741,1,0,1,1,1.46666666666667,3.33333333333333,1409,14,3,4,2
58316576,"austin",78748,1.98,4,0,1,1,1,1,0,"1",4,2000,319900,2,2020-12-07,12,2020,32,0,3,2,3,1,0,0,0,6316,1680,1,0,1,1,1.3,3.33333333333333,1424,14,2,3,1
63537575,"austin",78748,1.98,2,1,1,1,1,0,0,"1",2,2005,264900,9,2020-04-09,4,2020,1,0,3,2,1,1,0,0,0,3615,1992,1,0,1,1,1.5,3.33333333333333,1409,14,3,4,2
29503567,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1980,259000,2,2019-03-29,3,2019,18,0,3,1,0,0,0,0,0,6534,1095,1,0,1,1,0.933333333333333,3.33333333333333,926,13,2,3,1
145656064,"austin",78745,1.98,0,1,1,0,1,0,0,"4",0,2015,325000,1,2018-12-20,12,2018,26,0,3,1,0,0,0,0,0,6608,1847,1,0,1,1,0.866666666666667,3.33333333333333,926,13,3,3,2
2092620063,"austin",78745,1.98,2,1,1,1,1,0,1,"1",2,2016,387000,3,2020-10-27,10,2020,47,0,4,2,3,1,0,0,0,5357,2096,1,0,1,1,0.866666666666667,3.33333333333333,926,13,3,4,2
29497561,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1962,450000,3,2020-02-21,2,2020,1,0,6,2,2,1,0,1,0,26136,1371,1,0,1,1,1.73333333333333,3.33333333333333,1409,14,2,3,1
29497558,"austin",78745,1.98,0,0,0,0,0,0,0,"3",0,1977,265000,1,2018-03-02,3,2018,31,0,2,1,0,0,0,0,0,20473.2,980,1,0,1,1,1.66666666666667,3.33333333333333,1409,14,1,2,1
29503555,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1976,285000,3,2019-05-01,5,2019,22,0,2,2,0,0,0,0,0,7840,1414,1,0,1,1,1.06666666666667,3.33333333333333,926,13,2,3,1
29503553,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1975,325000,2,2018-09-10,9,2018,40,0,1,1,0,0,0,0,0,7274,1414,1,0,1,1,1.03333333333333,3.33333333333333,926,13,2,4,1
63838544,"austin",78745,1.98,2,0,1,1,1,1,0,"1",2,1977,5e+05,7,2020-11-10,11,2020,50,0,3,2,1,0,0,0,0,10323,1421,1,0,1,1,1.6,4,840,13,2,3,1
29497541,"austin",78745,1.98,2,0,1,1,1,1,1,"1",2,1978,325000,1,2020-11-16,11,2020,33,0,7,2,2,1,0,0,0,7274,1200,1,0,1,1,0.933333333333333,3.33333333333333,926,13,2,4,1
58316040,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1977,350000,2,2020-11-25,11,2020,29,0,3,2,1,1,0,0,0,6229,1996,1,0,1,1,1.03333333333333,3.33333333333333,926,13,4,4,1
241933256,"austin",78745,1.98,2,1,1,1,1,0,0,"1",2,2016,415000,1,2020-09-30,9,2020,80,0,1,2,0,2,0,0,0,6621,2262,1,0,1,1,0.9,3.33333333333333,926,13,3,4,2
58316032,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1977,269900,1,2020-06-15,6,2020,9,0,5,2,3,2,0,2,0,11325.6,1420,1,0,1,1,0.966666666666667,3.33333333333333,926,13,3,3,2
58316184,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1980,299999,2,2020-09-01,9,2020,32,0,4,2,1,0,0,0,0,7710,1166,1,0,1,1,1.36666666666667,3.33333333333333,1409,14,1,3,1
63228531,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1979,4e+05,2,2018-07-18,7,2018,26,0,3,2,0,0,0,0,0,8712,1826,1,0,1,1,1.46666666666667,4,840,13,3,4,2
29503523,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1977,325000,5,2018-08-24,8,2018,15,0,2,1,0,0,0,0,0,11325.6,2076,1,0,1,1,0.966666666666667,3.33333333333333,926,13,2,4,2
29503519,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1976,280000,2,2018-10-03,10,2018,27,0,4,1,0,0,0,0,0,6664,1513,1,0,1,1,0.966666666666667,3.33333333333333,926,13,2,3,2
58316013,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1979,324000,4,2019-10-04,10,2019,26,0,7,2,3,1,0,0,0,6011,1518,1,0,1,1,1.03333333333333,3.33333333333333,926,13,2,3,2
63386511,"austin",78748,1.98,1,1,1,1,1,0,0,"1",1,2004,310000,5,2020-11-04,11,2020,41,0,6,2,0,1,0,0,0,3484,1699,1,0,1,1,1.43333333333333,3.33333333333333,1409,14,3,3,2
29503510,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1976,289900,1,2019-03-29,3,2019,28,0,6,1,0,0,0,0,0,9496,1551,1,0,1,1,1.03333333333333,3.33333333333333,926,13,3,3,2
63722507,"austin",78748,1.98,0,1,1,0,1,0,0,"1",0,2005,270000,2,2020-02-13,2,2020,20,0,3,1,0,0,0,0,0,3615,1991,1,0,1,1,1.13333333333333,3.33333333333333,1424,14,3,4,2
29506506,"austin",78748,1.98,2,0,1,1,1,0,0,"1",2,1986,329900,1,2020-08-24,8,2020,30,0,3,2,1,0,0,0,0,7230,1185,1,0,1,1,1.13333333333333,3.33333333333333,1424,14,2,3,1
29506503,"austin",78748,1.98,0,0,1,0,1,0,0,"1",0,1986,325000,2,2019-07-31,7,2019,29,0,3,1,1,0,0,0,0,7230,1841,1,0,1,1,1.1,3.33333333333333,1424,14,2,3,2
29488487,"austin",78745,1.98,1,0,1,1,1,0,0,"1",1,1973,419900,3,2020-06-05,6,2020,25,0,5,2,0,1,0,0,0,7735,1139,1,0,1,1,0.966666666666667,4,840,13,3,4,1
29489975,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1975,118750,7,2018-08-16,8,2018,27,0,4,1,0,0,0,0,0,6534,1213,1,0,1,1,0.533333333333333,4,925,14,2,3,1
29489982,"austin",78745,1.98,4,0,1,1,1,0,1,"1",4,1976,139900,9,2019-11-25,11,2019,29,0,9,4,0,2,0,0,0,6416,1697,1,0,1,1,0.533333333333333,4,925,14,2,4,2
2092603972,"austin",78745,1.98,1,1,1,1,1,0,0,"1",1,1975,299999,1,2020-03-20,3,2020,25,0,3,1,1,0,0,0,0,10280,1125,1,0,1,1,1.26666666666667,4,840,13,2,3,1
29493471,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1978,325000,4,2020-07-23,7,2020,28,0,3,2,1,1,0,0,0,6621,1329,1,0,1,1,0.766666666666667,4,925,14,2,3,1
29488549,"austin",78745,1.98,4,0,1,1,1,1,0,"1",4,1974,465000,1,2020-12-13,12,2020,28,2,6,2,3,1,0,0,0,6577,1359,1,0,1,1,0.966666666666667,4,840,13,2,3,1
29493477,"austin",78745,1.98,4,0,1,1,1,0,1,"1",4,1975,217000,6,2018-04-09,4,2018,22,0,3,2,0,0,0,0,0,6577,1318,1,0,1,1,0.7,4,925,14,2,4,1
29488470,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1973,349997,1,2018-12-14,12,2018,23,0,2,1,0,0,0,0,0,11761.2,1745,1,0,1,1,0.966666666666667,4,840,13,2,3,1
121657465,"austin",78745,1.98,2,1,1,1,1,0,0,"1",2,2013,425000,2,2019-03-22,3,2019,25,0,4,3,0,0,0,0,0,5227,2101,1,0,1,1,0.966666666666667,4,840,13,3,3,2
29492963,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1974,355000,5,2019-08-27,8,2019,23,0,2,1,0,2,0,0,0,6882,1163,1,0,1,1,0.566666666666667,4,925,14,2,3,1
29489962,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1978,349900,5,2020-08-31,8,2020,43,0,4,2,2,1,0,1,0,6272,1357,1,0,1,1,0.533333333333333,4,925,14,2,3,1
29489956,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1979,369900,5,2018-10-16,10,2018,27,0,1,1,0,0,0,0,0,6446,1435,1,0,1,1,0.5,4,925,14,2,3,1
29489953,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1979,350000,6,2019-02-14,2,2019,17,0,4,1,0,0,0,0,0,6490,1309,1,0,1,1,0.533333333333333,4,925,14,2,3,1
29492950,"austin",78745,1.98,1,0,1,1,1,0,0,"1",1,1974,220000,1,2020-07-15,7,2020,1,0,2,2,1,1,0,0,0,7143,957,1,0,1,1,0.533333333333333,4,925,14,1,3,1
29497449,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1973,350000,1,2019-12-13,12,2019,1,0,4,1,1,1,0,0,0,6098,1296,1,0,1,1,0.966666666666667,3.33333333333333,926,13,2,4,1
29497448,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1975,299000,2,2018-07-07,7,2018,25,0,1,2,0,0,0,0,0,6534,1227,1,0,1,1,0.966666666666667,3.33333333333333,926,13,2,3,1
29493448,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1975,299900,7,2019-03-06,3,2019,29,0,5,0,0,0,0,0,0,8755,1148,1,0,1,1,0.733333333333333,4,925,14,2,4,1
29493446,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1975,214900,2,2018-09-15,9,2018,22,0,2,2,0,0,0,0,0,8102,1176,1,0,1,1,0.733333333333333,4,925,14,2,2,1
29497945,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1981,437000,2,2019-12-20,12,2019,22,0,5,1,1,0,0,0,0,7623,1779,1,0,1,1,1.26666666666667,4,840,13,2,3,1
145551944,"austin",78745,1.98,2,1,1,1,1,0,0,"1",2,2015,569000,1,2020-01-31,1,2020,1,0,4,2,2,2,0,1,0,10497,2856,1,0,1,1,1.73333333333333,3.33333333333333,1409,14,4,4,2
29494940,"austin",78745,1.98,2,0,1,1,1,0,1,"8",2,1984,329000,2,2018-01-25,1,2018,7,0,5,2,0,0,0,0,0,7840,2035,1,0,1,1,1.2,4,840,13,0,4,1
29492934,"austin",78745,1.98,1,0,1,1,1,0,0,"8",1,1982,340000,2,2018-07-20,7,2018,23,0,2,3,0,0,0,0,0,7927,1810,1,0,1,1,0.5,4,925,14,2,2,1
29493432,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1972,309900,2,2020-06-02,6,2020,26,0,6,1,1,0,0,1,0,9583,1200,1,0,1,1,1.16666666666667,4,840,13,1,4,1
125089431,"austin",78745,1.98,0,1,1,0,1,0,0,"1",0,2015,559000,3,2018-08-22,8,2018,34,0,3,1,0,0,0,0,0,12196.8,3004,1,0,1,1,1.8,3.33333333333333,1409,14,4,4,3
29489921,"austin",78745,1.98,0,0,1,0,1,0,0,"1",0,1979,274999,1,2018-03-30,3,2018,1,0,2,1,0,0,0,0,0,6534,1469,1,0,1,1,0.566666666666667,4,925,14,2,3,1
29492915,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1974,310000,1,2020-05-26,5,2020,27,0,6,2,0,2,0,1,0,6708,1104,1,0,1,1,0.533333333333333,4,925,14,2,3,1
29489907,"austin",78745,1.98,1,0,1,1,1,0,0,"1",1,1962,425000,1,2020-08-31,8,2020,37,0,8,2,0,0,0,0,0,9732,1550,1,0,1,1,0.533333333333333,4,925,14,2,3,1
29492903,"austin",78745,1.98,0,0,1,0,1,0,0,"8",0,1981,299900,1,2018-03-15,3,2018,42,0,0,1,0,0,0,0,0,7318,2007,1,0,1,1,0.533333333333333,4,925,14,3,5,1
29489898,"austin",78745,1.98,2,0,1,1,1,0,0,"1",2,1963,139900,7,2019-09-17,9,2019,72,0,5,2,0,0,0,0,0,9626,1205,1,0,1,1,0.566666666666667,4,925,14,2,3,1
